term,tfidf_mean
몰입되어,0.0006191500955871329
전에,0.0006187564686576157
근래,0.0006173479197370516
아닌데,0.0006170314961864956
유지태님,0.0006168379397702168
만한,0.0006150540405359612
슬프기도,0.0006150324289034698
아쉬웠어요,0.000614377218447708
왕을,0.0006139106975337431
몰입을,0.000613014861208642
싶습니다,0.0006128074920223132
아팠습니다,0.0006118924979947137
일단,0.0006118577783145509
이야기는,0.0006117390282491602
않아,0.0006113253681753922
좋았는데,0.000609142897117183
아들과,0.0006090278616312184
미쳤고,0.0006089869123080268
가지고,0.0006073844102408714
일품,0.0006061439863177246
천만이,0.0006060645428978908
눈물만,0.0006058955400740929
눈만,0.0006054915106234157
단종역,0.0006051029612921929
엄홍도,0.000604342733125392
특유의,0.0006035699788208454
장면도,0.0006029055379505509
오히려,0.0006018310325098308
강추입니다,0.0006005086001087461
엄청난,0.0006002808267704071
멈추지,0.0005997494494785966
영화이다,0.0005989327650835286
얼굴,0.0005981355506971657
역사도,0.000597254352892462
아쉬웠지만,0.0005943690473818524
어찌,0.0005934435204920497
나올,0.0005933571399906545
가족이,0.0005929447729280043
웃음이,0.0005921605323306752
공감,0.0005917742972336033
여전히,0.0005904719967686666
웃음을,0.0005867837816920784
거장,0.0005864555096442537
해요,0.0005858476269318266
먹먹하고,0.0005856016232030821
표정,0.0005855082160281573
됐어요,0.0005851026313242628
생각했는데,0.0005838899245995606
최근에,0.0005824366466228361
좀더,0.00058096201499476
죽음을,0.0005804624267502269
관객을,0.0005804596741587797
실화를,0.0005803437884097679
무거운,0.0005799732972112542
끝을,0.0005797701817067928
비극적인,0.0005777752844215306
물론,0.0005773905938222292
미리,0.0005758918662395423
부분을,0.0005743715560299884
않아요,0.0005724250458347525
되었네요,0.000570862806520422
덕에,0.0005705889927849897
것은,0.0005678410455747378
빠져,0.0005629332623234185
연출에,0.0005623616296208988
왔는데,0.0005595793325716528
보는데도,0.0005585870751524234
그걸,0.0005576477536456389
마지막까지,0.0005573482020088445
눈물로,0.0005557887484292796
받았습니다,0.000555734779345655
이후,0.0005557169727475859
높은,0.0005552738814344378
배우님은,0.0005538650596634438
맡은,0.0005537413043134199
스토리의,0.0005511391616315561
굉장히,0.0005510132249809819
않았습니다,0.000550348882106948
몰랐는데,0.0005502440233900417
좋았구요,0.0005485396283706709
시간을,0.0005481815401097012
몰입도를,0.0005456659384341751
소소한,0.0005441594065773327
속에서,0.0005438250884944402
챙겨가세요,0.0005436464969480929
대사,0.0005428597623393616
약간의,0.0005400486994204527
갑자기,0.0005395488468565369
없었는데,0.0005387525060193062
점이,0.0005377603098765052
몰입하여,0.0005375032858994206
지금도,0.0005374406791083255
아직,0.0005311350045882146
